CUEST,REGION,P1. El barrio en el que usted vive es…,P1b. Encuestador (no leer) registre si tiene certeza de que se trata de una villa o asentamiento:,P2. Tipo de vivienda,P22. ¿Cuál fue el monto de ingreso/salario que percibió el mes pasado por su ocupación principal?,"[Reclamos en internet través de petitorios, foros, tuitazo y otras modalidades virtuales.] P1. Ud. participó en reclamos colectivos durante la pandemia tales como…",[Movilizaciones / concentraciones] P1. Ud. participó en reclamos colectivos durante la pandemia tales como…,[Cacerolazos / ruidazos] P1. Ud. participó en reclamos colectivos durante la pandemia tales como…,[Paros] P1. Ud. participó en reclamos colectivos durante la pandemia tales como…,[Cortes de calle o vías de transito] P1. Ud. participó en reclamos colectivos durante la pandemia tales como…,[Otros] P1. Ud. participó en reclamos colectivos durante la pandemia tales como…,[Problemas laborales] P2. ¿Cuáles fueron los motivos por los cuales participó en los reclamos?,[Contra la cuarentena y otras medidas sanitarias] P2. ¿Cuáles fueron los motivos por los cuales participó en los reclamos?,[En favor de clases presenciales] P2. ¿Cuáles fueron los motivos por los cuales participó en los reclamos?,[En contra de las clases presenciales] P2. ¿Cuáles fueron los motivos por los cuales participó en los reclamos?,[Seguridad / Corrupción / Justicia] P2. ¿Cuáles fueron los motivos por los cuales participó en los reclamos?,[Por Asistencia Social del Estado (Ej. Ayuda alimentaria / planes sociales)] P2. ¿Cuáles fueron los motivos por los cuales participó en los reclamos?,[Derechos de las mujeres] P2. ¿Cuáles fueron los motivos por los cuales participó en los reclamos?,[Atención o prevención de salud] P2. ¿Cuáles fueron los motivos por los cuales participó en los reclamos?,[Acceso a la vivienda y servicios públicos] P2. ¿Cuáles fueron los motivos por los cuales participó en los reclamos?,[Otro] P2. ¿Cuáles fueron los motivos por los cuales participó en los reclamos?,P3. Participó usted en organizaciones sociales comunitarias en distribución de alimentos/comedores/ tareas de prevención en salud/ cuidado de adultos mayores/asistencia en trámites informáticos?,"[Ingreso Familiar de Emergencia] P4. A continuación, le pedimos que nos diga su grado de acuerdo con las siguientes medidas…","[ATP y medidas de sostenimiento del salario de empresas privadas] P4. A continuación, le pedimos que nos diga su grado de acuerdo con las siguientes medidas…","[Doble indemnización y prohibición de despidos] P4. A continuación, le pedimos que nos diga su grado de acuerdo con las siguientes medidas…","[Aporte solidario / impuesto a las grandes riquezas] P4. A continuación, le pedimos que nos diga su grado de acuerdo con las siguientes medidas…","[Congelamiento de alquileres y tarifas] P4. A continuación, le pedimos que nos diga su grado de acuerdo con las siguientes medidas…","[… disminuir impuestos a las grandes empresas] P5. Durante la pandemia muchas voces reclamaron diversas medidas para implementar a futuro. A continuación, le pedimos que nos indique su grado de acuerdo con ….","[... disminuir impuestos a pequeñas y medianas empresas] P5. Durante la pandemia muchas voces reclamaron diversas medidas para implementar a futuro. A continuación, le pedimos que nos indique su grado de acuerdo con ….","[… mayores impuestos a la riqueza] P5. Durante la pandemia muchas voces reclamaron diversas medidas para implementar a futuro. A continuación, le pedimos que nos indique su grado de acuerdo con ….","[… renta universal que garantice un ingreso para todas las familias vulnerables] P5. Durante la pandemia muchas voces reclamaron diversas medidas para implementar a futuro. A continuación, le pedimos que nos indique su grado de acuerdo con ….","P6. Muchas personas dicen que pertenecen a una clase determinada, Si tuviera que elegir una de las siguientes categorías, ¿diría que pertenece a...?",Cantidad total de miembros del hogar,Cantidad total de adultos en el hogar,Sexo entrevistado,Edad cumplida entrevistado,Edad en intervalos
2476,CENTRO,2, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,2,2,1,3,2,3,3,3,4,4,1,61,7
2477,CENTRO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,3,1,4,2,3,2,6,1,1,2,61,7
2478,CENTRO,1, ,1,23000,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0, ,2,1,1,1,1,1,4,2,2,2,5,4,4,2,51,6
2479,CENTRO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,3,1,1,3,1,4,2,2,2,3,5,3,2,43,5
2480,CENTRO,1, ,1,10000,2,2,2,2,2,2, , , , , , , , , , ,2,3,1,1,1,1,4,4,2,2,4,6,3,2,19,4
2481,CENTRO,1, ,1, ,1,1,2,2,1,2,0,0,0,0,0,0,1,1,0,Lucha ambiente.,2,1,1,1,1,1,4,3,2,2,4,3,3,2,27,4
2482,CENTRO,1, ,1,70000,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,2,1,4,2,3,3,3,4,2,2,43,5
2483,CENTRO,1, ,1,65000,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0, ,2,1,1,1,1,1,4,2,2,2,4,3,2,1,30,5
2484,CENTRO,1, ,1,200000,2,2,2,2,2,2, , , , , , , , , , ,2,3,3,1,3,1,4,2,2,2,5,3,3,1,25,4
2485,CENTRO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,1,1,1,1,4,2,3,2,4,2,2,2,66,7
2486,CENTRO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,3,1,1,1,1,4,3,2,4,5,2,2,2,72,7
2487,CENTRO,1, ,1,25000,2,2,2,2,2,2, , , , , , , , , , ,2,2,1,2,2,3,3,2,3,4,5,3,2,1,31,5
2488,CENTRO,2, ,4,30000,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1, ,1,1,1,1,2,1,4,3,2,2,3,2,2,1,30,5
2489,CENTRO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,3,3,2,2,2,4,2,2,3,3,2,2,1,75,8
2490,CENTRO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,2,1,2,2,3,2,4,3,3,1,18,4
2491,CENTRO,1, ,1,30000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,2,1,2,2,3,3,5,2,2,1,46,5
2492,CENTRO,1, ,1,60000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,2,1,2,2,2,3,2,5,4,2,50,6
2493,CENTRO,1, ,1,120000,2,2,2,2,2,2, , , , , , , , , , ,2,2,1,1,2,1,2,2,3,4,3,2,2,1,59,6
2494,CENTRO,1, ,1,68000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,2,1,2,3,2,3,4,4,2,2,34,5
2495,CENTRO,1, ,1,98000,2,2,2,2,2,2, , , , , , , , , , ,2,2,1,1,1,1,2,4,2,3,4,3,2,1,38,5
2496,CENTRO,1, ,1,89000,2,2,2,2,1,2,1,1,0,0,0,0,0,0,0, ,2,1,1,1,1,1,4,2,2,3,5,6,2,1,35,5
2497,CENTRO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,3,2,5,4,2,2,38,5
2498,CENTRO,1, ,1,999999,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,2,2,2,2,6,5,3,2,40,5
2499,CENTRO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,3,3,3,3,3,4,4,4,4,5,1,1,2,78,8
2500,CENTRO,1, ,1,999999,2,2,2,2,2,2, , , , , , , , , , ,2,3,3,3,3,1,4,2,2,2,5,3,3,2,65,7
2501,CENTRO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,1,2,4,2,2,3,5,2,2,1,73,7
2502,CENTRO,1, ,1,999999,2,2,2,2,2,2, , , , , , , , , , ,2,2,3,2,3,2,3,2,2,3,5,5,3,1,59,6
2503,CENTRO,1, ,1,999999,2,2,2,2,2,2, , , , , , , , , , ,2,3,3,3,3,2,3,2,3,3,3,3,2,2,42,5
2504,CENTRO,1, ,1,70000,2,2,2,2,2,2, , , , , , , , , , ,2,2,1,1,1,2,2,2,3,3,5,3,3,1,50,6
2505,CENTRO,1, ,4,25000,1,1,2,1,1,2,0,0,0,0,0,1,1,0,0, ,2,1,2,1,2,1,4,3,2,2,5,1,1,2,29,4
2506,CENTRO,2, ,4,32000,1,1,1,1,1,2,1,0,0,0,0,1,1,0,0, ,2,1,2,1,1,1,4,2,2,2,5,2,2,2,22,4
2507,CENTRO,1, ,1,999999,2,1,2,2,2,2,0,0,0,0,0,0,1,0,0, ,1,1,2,1,1,1,4,2,2,2,5,3,2,2,21,4
2508,CENTRO,1, ,4,27000,2,2,1,2,2,2,0,0,0,0,0,0,0,1,0, ,2,1,1,1,2,1,3,2,3,2,4,2,2,2,29,4
2509,CENTRO,1, ,1,60000,1,1,1,2,2,2,0,0,0,0,0,0,1,0,0,Por la enfermería,2,1,1,1,3,1,2,2,4,3,5,3,3,2,23,4
2510,CENTRO,1, ,1,35000,1,1,2,1,1,1,1,0,0,0,0,1,1,0,0, ,1,1,3,1,1,1,4,2,2,2,5,1,1,1,29,4
2511,CENTRO,1, ,1,57000,2,2,2,2,2,2, , , , , , , , , , ,2,1,3,1,1,1,4,2,2,2,5,3,3,1,46,5
2512,CENTRO,1, ,1,10000,1,1,1,2,1,1,0,0,0,0,0,0,1,1,1, ,1,1,3,1,1,1,4,2,2,2,5,2,2,2,25,4
2513,CENTRO,1, ,1,80000,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0, ,1,1,3,1,1,1,4,2,2,2,5,2,2,1,27,4
2514,CENTRO,1, ,1,65000,2,2,2,2,2,2, , , , , , , , , , ,2,3,3,3,3,3,2,2,4,3,5,1,1,1,62,7
2515,CENTRO,1, ,1,60000,2,2,2,2,2,2, , , , , , , , , , ,2,2,1,1,1,1,4,2,2,3,5,2,2,2,35,5
2516,CENTRO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,3,3,2,1,2,2,4,4,3,4,4,2,60,7
2517,CENTRO,1, ,1,35000,2,2,2,2,2,2, , , , , , , , , , ,2,2,1,1,2,99,2,3,4,4,5,3,1,2,26,4
2518,CENTRO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,2,2,4,2,3,4,2,2,41,5
2519,CENTRO,1, ,1,70000,2,2,2,2,2,2, , , , , , , , , , ,2,3,2,3,2,3,2,3,4,4,5,3,3,2,28,4
2520,CENTRO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,3,3,2,2,5,2,2,2,79,8
2521,CENTRO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,6,3,2,1,34,5
2522,CENTRO,4,2,1,40000,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,2,1,1,4,4,2,4,5,4,4,2,60,7
2523,CENTRO,1, ,1, ,1,2,2,2,2,2,1,0,0,0,0,0,0,0,0, ,2,3,3,3,3,3,3,3,3,4,6,3,2,1,34,5
2524,CENTRO,1, ,1,20000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,5,3,2,1,43,5
2525,CENTRO,1, ,1,40000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,2,1,2,2,2,4,5,2,2,1,27,4
2526,CENTRO,2, ,1,25000,2,2,1,2,2,2,1,0,0,0,0,0,0,0,0, ,2,2,1,1,1,2,2,2,3,3,5,1,1,1,34,5
2527,CENTRO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,2,2,2,2,2,3,3,6,5,2,2,35,5
2528,CENTRO,1, ,1,70000,2,2,2,2,2,2, , , , , , , , , , ,2,1,3,1,1,1,4,2,3,2,3,3,1,1,29,4
2529,CENTRO,2, ,1,31000,2,1,1,2,1,2,0,0,0,0,1,1,1,0,0, ,1,1,3,1,1,1,4,2,2,2,5,4,4,2,26,4
2530,CENTRO,1, ,1,15000,1,1,2,2,1,2,1,0,0,0,0,0,1,0,1, ,2,1,3,1,1,1,4,3,2,2,3,4,4,1,27,4
2531,CENTRO,1, ,1,17200,2,2,1,2,1,2,1,0,0,0,0,0,1,0,1, ,2,2,3,1,2,1,4,3,2,2,5,1,1,1,27,4
2532,CENTRO,1, ,1,8000,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0, ,1,1,3,1,1,1,4,2,2,2,5,4,4,2,58,6
2533,CENTRO,1, ,1,38000,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,por los trabajadores de la salud,2,1,3,1,1,1,4,2,2,2,5,2,2,1,26,4
2534,NEA,2, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,2,1,3,3,3,2,6,4,3,2,51,6
2535,NEA,4,2,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,3,3,1,2,2,4,2,6,1,1,2,56,6
2536,NEA,1, ,1,35000,1,2,1,2,1,1,1,1,0,0,1,0,0,0,0, ,2,1,1,3,1,1,3,2,2,2,5,2,2,1,32,5
2537,NEA,1, ,4,18000,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,2,2,2,3,3,3,3,3,1,1,1,26,4
2538,NEA,1, ,1,40000,2,1,1,2,1,2,0,0,0,0,0,0,0,1,0, ,2,1,1,1,3,1,4,2,4,4,5,3,3,1,31,5
2539,NEA,4,2,1,45000,2,2,2,2,2,2, , , , , , , , , , ,1,1,1,1,1,1,3,2,3,2,4,5,2,2,31,5
2540,NEA,4,1,1,999999,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,2,2,2,2,5,1,1,1,40,5
2541,NEA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,2,2,2,2,5,4,4,1,24,4
2542,NEA,4,1,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,3,2,2,2,5,5,2,2,34,5
2543,NEA,4,1,1,999999,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,3,2,2,2,5,3,2,2,33,5
2544,NEA,4,1,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,3,3,2,2,2,2,5,3,3,2,56,6
2545,NEA,4,1,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,2,2,2,2,5,5,4,2,38,5
2546,NEA,4,2,1,40000,2,2,2,2,2,2, , , , , , , , , , ,2,3,3,3,3,3,4,2,4,4,5,1,1,1,57,6
2547,NEA,1, ,1,25000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,3,1,4,2,2,2,5,3,3,1,56,6
2548,NEA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,4,4,3,2,55,6
2549,NEA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,2,1,1,3,2,3,2,5,1,1,1,35,5
2550,NEA,1, ,1,13000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,5,1,1,1,34,5
2551,NEA,1, ,1,38000,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,1,2,1,2,2,2,2,5,6,4,2,27,4
2552,NEA,2, ,1,28000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,6,3,1,2,51,6
2553,NEA,1, ,1,999999,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,3,2,2,2,5,1,1,1,34,5
2554,NEA,1, ,1,40000,2,2,2,2,1,2,1,0,0,0,0,0,0,0,0, ,2,3,1,1,1,1,2,2,2,2,5,1,1,1,38,5
2555,NEA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,1,1,2,2,3,2,5,5,4,2,29,4
2556,NEA,1, ,1,23000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,3,2,2,2,5,5,2,1,33,5
2557,NEA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,3,3,2,2,24,4
2558,NEA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,1,1,3,1,4,2,2,2,4,5,2,2,34,5
2559,NEA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,2,2,1,3,2,2,3,5,3,3,2,40,5
2560,NEA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,1,1,1,1,4,2,2,3,4,5,4,1,53,6
2561,NEA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,2,2,2,3,2,2,2,2,2,2,1,78,8
2562,NEA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,3,2,2,2,5,4,2,2,39,5
2563,NEA,2, ,1,40000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,2,1,3,2,3,2,5,3,2,2,34,5
2564,NEA,1, ,5,70000,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,2,1,1,2,2,2,2,5,1,1,1,50,6
2565,NEA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,2,2,2,2,5,3,3,1,50,6
2566,NEA,1, ,1,150000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,3,2,2,2,3,2,1,2,50,6
2567,NEA,1, ,1,14000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,2,2,2,2,3,3,3,1,62,7
2568,NEA,1, ,1,50000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,2,2,2,2,3,2,2,2,31,5
2569,NEA,1, ,5, ,2,2,1,2,2,1,1,1,0,0,1,0,0,0,0, ,2,1,1,1,2,1,3,2,3,2,6,1,1,2,28,4
2570,NEA,1, ,4, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,3,3,3,2,2,2,3,5,1,1,1,30,5
2571,NEA,1, ,5,40000,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,2,2,2,3,3,3,3,5,1,1,1,39,5
2572,NEA,1, ,1,999999,1,1,1,2,2,2,0,1,0,0,1,0,0,0,0, ,2,1,1,3,3,2,3,2,4,3,3,3,3,1,48,5
2573,NEA,1, ,5,34000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,3,1,1,4,2,3,2,5,1,1,1,51,6
2574,NEA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,3,1,1,2,1,3,2,2,3,3,2,2,1,30,5
2575,NEA,1, ,4, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,2,1,1,2,2,2,2,6,1,1,1,30,5
2576,NEA,2, ,1,40000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,2,2,2,2,5,1,1,1,52,6
2577,NEA,1, ,4, ,2,2,2,2,2,2, , , , , , , , , , ,2,3,3,3,3,3,3,3,3,3,99,1,1,1,35,5
2578,NEA,1, ,1,15000,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,2,2,1,3,2,2,3,5,1,1,2,52,6
2579,NEA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,2,1,2,2,4,2,5,2,2,2,49,5
2580,NEA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,2,2,1,3,3,3,3,6,1,1,2,53,6
2581,NEA,1, ,1,55000,2,2,2,2,2,2, , , , , , , , , , ,1,2,2,1,1,1,4,2,2,2,3,1,1,1,52,6
2582,NEA,1, ,1,35000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,3,2,1,4,2,2,2,4,3,2,2,52,6
2583,NEA,1, ,4,20000,2,2,2,2,2,2, , , , , , , , , , ,2,1,3,1,1,1,4,2,3,2,5,1,1,2,30,5
2584,NEA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,2,5,4,1,38,5
2585,NEA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,1,1,1,1,4,2,2,3,3,4,2,1,44,5
2586,NEA,1, ,1,999999,2,2,2,2,2,2, , , , , , , , , , ,2,2,1,1,1,1,4,2,4,4,5,2,2,1,30,5
2587,NEA,1, ,1, ,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0, ,2,1,1,1,1,1,2,2,2,2,5,4,4,1,65,7
2588,NEA,1, ,1,100000,2,2,2,2,2,2, , , , , , , , , , ,1,1,1,1,1,1,4,2,2,2,4,1,1,1,32,5
2589,NEA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,3,1,3,3,3,3,3,3,4,5,5,2,26,4
2590,NEA,2, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,1,1,1,1,1,1,2,2,4,2,4,2,2,2,58,6
2591,NEA,2, ,1,999999,2,2,2,2,2,2, , , , , , , , , , ,1,3,1,1,1,1,2,2,2,2,3,5,3,1,50,6
2592,NEA,1, ,1,45000,2,2,2,2,2,2, , , , , , , , , , ,2,1,3,3,2,1,2,4,3,2,5,2,2,2,54,6
2593,NEA,1, ,1, ,1,2,2,2,2,2,1,0,0,0,0,0,0,0,0, ,2,1,1,1,1,1,2,2,2,2,4,3,3,1,53,6
2594,NEA,2, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,2,1,2,2,2,3,6,6,5,2,25,4
2595,NEA,4,1,5,25000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,3,2,1,4,2,2,2,5,2,2,2,28,4
2596,NEA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,4,2,2,1,28,4
2597,NEA,1, ,1,999999,2,2,2,2,2,2, , , , , , , , , , ,1,1,1,1,1,1,4,3,2,3,5,5,5,1,28,4
2598,NEA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,2,2,2,2,2,2,3,5,5,5,2,18,4
2599,NEA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,2,2,1,3,2,2,2,5,2,2,2,67,7
2600,NEA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,2,1,3,2,3,2,6,6,4,2,39,5
2601,NEA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,1,1,3,3,2,2,6,4,3,1,75,8
2602,NEA,4,1,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,1,1,1,2,3,3,3,3,5,2,2,1,60,7
2603,NEA,4,1,3, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,2,2,2,2,6,3,2,2,52,6
2604,NEA,1, ,4,40000,2,2,1,2,2,2,1,0,0,0,0,0,0,0,0, ,2,1,2,1,2,1,4,2,3,2,5,2,2,2,25,4
2605,NEA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,1,1,3,2,2,2,6,2,2,2,59,6
2606,NEA,4,1,1,10000,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,1,1,3,2,2,2,6,2,2,1,25,4
2607,NEA,4,1,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,3,3,3,3,3,2,2,4,4,5,5,4,1,18,4
2608,NEA,4,1,1,999999,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,3,2,2,2,5,1,1,1,34,5
2609,NEA,4,1,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,3,4,2,2,2,6,5,2,2,41,5
2610,NEA,1, ,5, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,1,1,4,2,2,2,6,1,1,1,25,4
2611,NEA,1, ,1,22000,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,2,2,2,2,2,2,3,5,2,2,1,28,4
2612,NEA,4,1,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,2,2,2,2,5,3,3,2,52,6
2613,NEA,1, ,4, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,2,1,3,3,3,3,5,1,1,1,28,4
2614,NEA,4,1,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,2,3,3,2,2,5,1,1,1,61,7
2615,NEA,4,1,1,20000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,2,1,3,2,2,2,5,3,1,2,30,5
2616,NEA,4,1,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,1,3,1,2,2,2,4,5,2,2,2,28,4
2617,NEA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,3,2,2,6,9,6,2,31,5
2618,NEA,2, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,3,2,2,6,9,5,2,22,4
2619,NEA,1, ,1,999999,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,2,2,2,2,2,2,3,5,1,1,1,30,5
2620,NEA,2, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,2,2,2,3,2,1,1,1,91,8
2621,NEA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,3,2,1,2,1,3,2,3,3,5,2,2,2,28,4
2622,NEA,1, ,4, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,2,2,2,2,2,2,3,5,1,1,2,24,4
2623,NEA,2, ,3, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,2,1,2,2,2,3,6,3,2,2,19,4
2624,NEA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,3,1,1,1,3,2,2,3,3,5,4,2,50,6
2625,NEA,1, ,1,50000,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,1,1,4,2,2,2,5,7,4,2,26,4
2626,NEA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,2,2,2,2,2,2,3,4,1,1,1,46,5
2627,NEA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,4,4,4,1,28,4
2628,NEA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,4,5,4,4,1,32,5
2629,NEA,1, ,1,10000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,3,2,2,2,4,4,2,2,42,5
2630,NEA,1, ,1,60000,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,2,1,2,4,2,2,2,5,1,1,1,29,4
2631,NEA,1, ,1,30000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,3,2,2,2,3,4,3,2,26,4
2632,NEA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,1,1,1,3,2,2,2,6,1,1,1,45,5
2633,NEA,1, ,1,10000,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0, ,2,1,1,1,1,1,2,2,4,4,6,8,6,2,47,5
2634,NEA,4,1,3,5000,2,2,2,2,2,2, , , , , , , , , , ,2,1,3,3,99,99,99,99,2,2,6,1,1,1,54,6
2635,NEA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,3,1,1,2,2,2,2,4,4,2,2,36,5
2636,NEA,4,1,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,5,3,2,1,70,7
2637,NEA,4,1,4, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,2,2,1,3,2,3,3,5,2,2,2,24,4
2638,NEA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,3,1,1,3,1,2,2,3,4,4,3,2,2,55,6
2639,NEA,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,1,1,1,2,2,2,2,5,3,2,2,23,4
2640,NEA,1, ,4, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,1,1,2,2,2,2,2,4,2,2,26,4
2641,NEA,1, ,4,30000,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,2,2,2,2,2,2,3,5,3,3,1,23,4
2642,NEA,1, ,1,17000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,5,4,2,1,37,5
2643,NEA,1, ,1,75000,2,2,2,2,2,2, , , , , , , , , , ,2,3,2,2,3,1,3,2,3,3,4,4,2,1,30,5
